Provider #,Site Name,State,Type (group),Type,City,County,Rural Status,Site Subcategory,# of Beds,.Hospital Locations,Latitude,Longitude
334046,CAPITAL DISTRICT PSYCH CENTER,NY,All Others,Psychiatric Hospital,Albany,Albany County,No,Psychiatric,134,Point,42.65433782,-73.78027383
314023,ASPEN HILLS HEALTHCARE CENTER,NJ,All Others,Psychiatric Hospital,Pemberton,Burlington County,No,Psychiatric,30,Point,39.96660728,-74.63787479
314022,SAINT BARNABAS BEHAVIORAL HEALTH CENTER,NJ,All Others,Psychiatric Hospital,Toms River,Ocean County,No,Psychiatric,40,Point,40.0115064,-74.21678801
314021,HAMPTON HOSPITAL,NJ,All Others,Psychiatric Hospital,Westampton,Burlington County,No,Psychiatric,125,Point,40.00955941,-74.84672131
314013,TRENTON PSYCHIATRIC HOSP,NJ,All Others,Psychiatric Hospital,Trenton,Mercer County,No,Psychiatric,436,Point,40.21788,-74.75939999
314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,NJ,All Others,Psychiatric Hospital,Berkeley Heights,Union County,No,Psychiatric,44,Point,40.665047,-74.42175295
214012,THOMAS B FINAN CENTER,MD,All Others,Psychiatric Hospital,Cumberland,Allegany County,No,Psychiatric,119,Point,39.65065998,-78.75719003
214003,BROOK LANE HEALTH SERVICES,MD,All Others,Psychiatric Hospital,Hagerstown,Washington County,No,Psychiatric,46,Point,39.67780022,-77.60920742
214020,LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,MD,All Others,Psychiatric Hospital,Annapolis,Anne Arundel County,No,Psychiatric,16,Point,38.97737652,-76.55786002
214004,SPRINGFIELD HOSPITAL CENTER,MD,All Others,Psychiatric Hospital,Sykesville,Carroll County,No,Psychiatric,522,Point,39.38249599,-76.95516802
214000,"SHEPPARD AND ENOCH PRATT HOSPITAL, THE",MD,All Others,Psychiatric Hospital,Baltimore,Baltimore County,No,Psychiatric,322,Point,39.39109297,-76.619839
214018,SPRING GROVE HOSPITAL CENTER,MD,All Others,Psychiatric Hospital,Catonsville,Baltimore County,No,Psychiatric,440,Point,39.26776676,-76.72415975
514001,HIGHLAND HOSPITAL,WV,All Others,Psychiatric Hospital,Charleston,Kanawha County,No,Psychiatric,80,Point,38.31520022,-81.56914278
514009,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,All Others,Psychiatric Hospital,Huntington,Cabell County,No,Psychiatric,110,Point,38.41134044,-82.41363436
514008,RIVER PARK HOSPITAL,WV,All Others,Psychiatric Hospital,Huntington,Cabell County,No,Psychiatric,165,Point,38.41915204,-82.43675005
494022,POPLAR SPRINGS HOSPITAL,VA,All Others,Psychiatric Hospital,Petersburg,Prince George County,No,Psychiatric,130,Point,37.16551001,-77.38595995
494021,WESTERN STATE HOSPITAL,VA,All Others,Psychiatric Hospital,Staunton,Staunton City,No,Psychiatric,246,Point,38.14217796,-79.02716333
494023,DOMINION HOSPITAL,VA,All Others,Psychiatric Hospital,Falls Church,Fairfax County,No,Psychiatric,116,Point,38.86973562,-77.15796263
494010,NORTHERN VIRGINIA MENTAL HEALTH INSTI,VA,All Others,Psychiatric Hospital,Falls Church,Fairfax County,No,Psychiatric,129,Point,38.857706,-77.2321444
494033,CATAWBA HOSPITAL,VA,All Others,Psychiatric Hospital,Catawba,Roanoke County,No,Psychiatric,132,Point,37.39087089,-80.11041083
494032,THE PAVILION AT WILLIAMSBURG PLACE,VA,All Others,Psychiatric Hospital,Williamsburg,James City County,No,Psychiatric,57,Point,37.31524026,-76.73067576
394038,FOUNDATIONS BEHAVIORAL HEALTH,PA,All Others,Psychiatric Hospital,Doylestown,Bucks County,No,Psychiatric,54,Point,40.3004858,-75.15477855
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,PA,All Others,Psychiatric Hospital,Reading,Berks County,No,Psychiatric,48,Point,40.33801099,-75.92582639
394004,DANVILLE STATE HOSPITAL,PA,All Others,Psychiatric Hospital,Danville,Montour County,No,Psychiatric,161,Point,40.94848554,-76.59636171
394014,WERNERSVILLE STATE HOSPITAL,PA,All Others,Psychiatric Hospital,Wernersville,Berks County,No,Psychiatric,266,Point,40.32926735,-76.10597239
394056,TOWER BEHAVIORAL HEALTH,PA,All Others,Psychiatric Hospital,Reading,Berks County,No,Psychiatric,144,Point,40.37300498,-75.97308599
394023,BELMONT BEHAVIORAL HOSPITAL,PA,All Others,Psychiatric Hospital,Philadelphia,Philadelphia County,No,Psychiatric,147,Point,40.00014746,-75.21569973
394057,MALVERN BEHAVIORAL HEALTH,PA,All Others,Psychiatric Hospital,Philadelphia,Philadelphia County,No,Psychiatric,22,Point,39.92614045,-75.16932459
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,PA,All Others,Psychiatric Hospital,Philadelphia,Philadelphia County,No,Psychiatric,239,Point,40.04310848,-75.22255378
394055,LANCASTER BEHAVIORAL HEALTH HOSPITAL,PA,All Others,Psychiatric Hospital,Lancaster,Lancaster County,No,Psychiatric,126,Point,40.04753128,-76.31304785
394033,MONTGOMERY COUNTY EMERGENCY SERVICE,PA,All Others,Psychiatric Hospital,Norristown,Montgomery County,No,Psychiatric,73,Point,40.13690311,-75.3522556
394034,HORSHAM CLINIC,PA,All Others,Psychiatric Hospital,Ambler,Montgomery County,No,Psychiatric,146,Point,40.187542,-75.18929296
394012,CLARKS SUMMIT STATE HOSPITAL,PA,All Others,Psychiatric Hospital,Clarks Summit,Lackawanna County,No,Psychiatric,203,Point,41.48221781,-75.73817016
394039,FIRST HOSPITAL OF WYOMING VALLEY,PA,All Others,Psychiatric Hospital,Kingston,Luzerne County,No,Psychiatric,149,Point,41.26937446,-75.88897451
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,PA,All Others,Psychiatric Hospital,Harrisburg,Dauphin County,No,Psychiatric,60,Point,40.28600682,-76.89893919
394047,KIDSPEACE ORCHARD HILLS CAMPUS,PA,All Others,Psychiatric Hospital,Orefield,Lehigh County,No,Psychiatric,120,Point,40.64832137,-75.61217708
084001,DELAWARE PSYCHIATRIC CENTER,DE,All Others,Psychiatric Hospital,New Castle,New Castle County,No,Psychiatric,281,Point,39.70142099,-75.57705196
084002,ROCKFORD CENTER,DE,All Others,Psychiatric Hospital,Newark,New Castle County,No,Psychiatric,92,Point,39.69508235,-75.66048676
084004,DOVER BEHAVIORAL HEALTH SYSTEM,DE,All Others,Psychiatric Hospital,Dover,Kent County,No,Psychiatric,73,Point,39.15363299,-75.48420201
084003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,DE,All Others,Psychiatric Hospital,New Castle,New Castle County,No,Psychiatric,120,Point,39.63954398,-75.62829414
364057,BLUERIDGE VISTA HEALTH AND WELLNESS,OH,All Others,Psychiatric Hospital,Cincinnati,Hamilton County,No,Psychiatric,40,Point,39.17338109,-84.430434
364029,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,OH,All Others,Psychiatric Hospital,Willoughby,Lake County,No,Psychiatric,160,Point,41.62613454,-81.4340296
364038,BELMONT PINES HOSPITAL,OH,All Others,Psychiatric Hospital,Youngstown,Trumbull County,No,Psychiatric,53,Point,41.16230248,-80.65575203
364044,LINDNER CENTER OF HOPE,OH,All Others,Psychiatric Hospital,Mason,Warren County,No,Psychiatric,32,Point,39.331235,-84.29502796
364058,SUN BEHAVIORAL COLUMBUS,OH,All Others,Psychiatric Hospital,Columbus,Franklin County,No,Psychiatric,54,Point,40.08900808,-82.9930542
364061,RIVER VISTA HEALTH AND WELLNESS LLC,OH,All Others,Psychiatric Hospital,Columbus,Franklin County,No,Psychiatric,80,Point,39.93560098,-82.94228996
364062,MOUNT CARMEL BEHAVIORAL HEALTH,OH,All Others,Psychiatric Hospital,Columbus,Franklin County,No,Psychiatric,80,Point,39.93488457,-82.87100774
364052,CLEAR VISTA HEALTH & WELLNESS,OH,All Others,Psychiatric Hospital,Lorain,Lorain County,No,Psychiatric,30,Point,41.43927665,-82.23535362
364048,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,OH,All Others,Psychiatric Hospital,Dayton,Montgomery County,No,Psychiatric,32,Point,39.74738752,-84.20000886
364050,"ACCESS HOSPITAL DAYTON, LLC",OH,All Others,Psychiatric Hospital,Dayton,Montgomery County,No,Psychiatric,110,Point,39.73599299,-84.15453301
364053,HIGHLAND SPRINGS,OH,All Others,Psychiatric Hospital,Beachwood,Cuyahoga County,No,Psychiatric,72,Point,41.45043501,-81.52229095
364049,DUBLIN SPRINGS,OH,All Others,Psychiatric Hospital,Dublin,Franklin County,No,Psychiatric,48,Point,40.10398193,-83.16923384
364040,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,OH,All Others,Psychiatric Hospital,Springfield,Clark County,No,Psychiatric,26,Point,39.93126418,-83.81874232
364051,BECKETT SPRINGS,OH,All Others,Psychiatric Hospital,West Chester,Butler County,No,Psychiatric,60,Point,39.34354654,-84.45683012
223034,SPAULDING REHABILITATION HOSPITAL,MA,All Others,Rehabilitation Hospital,Charlestown,Suffolk County,No,Rehabilitation,132,Point,42.37858117,-71.04922422
223026,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,MA,All Others,Rehabilitation Hospital,Woburn,Middlesex County,No,Rehabilitation,210,Point,42.46349857,-71.16197239
413025,REHABILITATION HOSPITAL OF RHODE ISLAND,RI,All Others,Rehabilitation Hospital,North Smithfield,Providence County,No,Rehabilitation,40,Point,41.98122976,-71.51412967
303026,NORTHEAST REHABILITATION HOSPITAL,NH,All Others,Rehabilitation Hospital,Salem,Rockingham County,No,Rehabilitation,135,Point,42.76578629,-71.1847601
073025,MOUNT SINAI REHABILITATION HOSPITAL INC,CT,All Others,Rehabilitation Hospital,Hartford,Hartford County,No,Rehabilitation,60,Point,41.8002042,-72.69489566
203025,"HEALTHSOUTH/MAINE MEDICAL CENTER, LLC",ME,All Others,Rehabilitation Hospital,Portland,Cumberland County,No,Rehabilitation,100,Point,43.66622879,-70.29186621
313032,"KESSLER INSTITUTE FOR REHABILITATION,INC",NJ,All Others,Rehabilitation Hospital,Marlton,Burlington County,No,Rehabilitation,61,Point,39.8804986,-74.91860862
313029,ENCOMPASS HEALTH REHAB HOSPITAL OF TOMS RIVER,NJ,All Others,Rehabilitation Hospital,Toms River,Ocean County,No,Rehabilitation,92,Point,39.96220765,-74.21686387
313035,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,NJ,All Others,Rehabilitation Hospital,Tinton Falls,Monmouth County,No,Rehabilitation,60,Point,40.28338047,-74.07966536
313030,BACHARACH INSTITUTE FOR REHABILITATION,NJ,All Others,Rehabilitation Hospital,Pomona,Atlantic County,No,Rehabilitation,80,Point,39.47875901,-74.53976001
313038,ATLANTIC REHABILITATION INSTITUTE,NJ,All Others,Rehabilitation Hospital,Madison,Morris County,No,Rehabilitation,38,Point,40.766277,-74.43442203
313025,KESSLER INSTITUTE FOR REHABILITATION WEST ORANGE,NJ,All Others,Rehabilitation Hospital,West Orange,Essex County,No,Rehabilitation,336,Point,40.785669,-74.27701802
213028,ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY,MD,All Others,Rehabilitation Hospital,Salisbury,Wicomico County,No,Rehabilitation,64,Point,38.36929853,-75.54756283
213029,ADVENTIST HEALTHCARE  REHABILITATION AT ROCKVILLE,MD,All Others,Rehabilitation Hospital,Rockville,Montgomery County,No,Rehabilitation,87,Point,39.09811009,-77.20115123
513028,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,WV,All Others,Rehabilitation Hospital,Huntington,Cabell County,No,Rehabilitation,62,Point,38.41871191,-82.33815473
513030,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,WV,All Others,Rehabilitation Hospital,Morgantown,Monongalia County,No,Rehabilitation,96,Point,39.65680391,-79.96335771
513025,PETERSON HEALTHCARE AND REHABILITATION HOSPITAL,WV,All Others,Rehabilitation Hospital,Wheeling,Ohio County,No,Rehabilitation,22,Point,40.08073187,-80.69451559
493036,SHELTERING ARMS INSTITUTE,VA,All Others,Rehabilitation Hospital,Richmond,Goochland County,No,Rehabilitation,114,Point,37.65998505,-77.65049936
493028,ENCOMPASS HEALTH REHAB HOSPITAL OF RICHMOND,VA,All Others,Rehabilitation Hospital,Richmond,Henrico County,No,Rehabilitation,40,Point,37.58637438,-77.50617514
493034,REHABILITATION HOSPITAL OF BRISTOL,VA,All Others,Rehabilitation Hospital,Bristol,Bristol City,No,Rehabilitation,25,Point,36.59749199,-82.216551
493027,RIVERSIDE REHABILITATION INSTITUTE,VA,All Others,Rehabilitation Hospital,Yorktown,York County,No,Rehabilitation,50,Point,37.12141001,-76.45456296
493033,ENCOMPASS HEALTH REHAB HOSPITAL OF NORTHERN VA,VA,All Others,Rehabilitation Hospital,Aldie,Loudoun County,No,Rehabilitation,60,Point,38.93875724,-77.55236001
393038,MAGEE REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Philadelphia,Philadelphia County,No,Rehabilitation,96,Point,39.96281534,-75.15044605
393025,BRYN MAWR REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Malvern,Chester County,No,Rehabilitation,148,Point,40.01019765,-75.5286354
393026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN,PA,All Others,Rehabilitation Hospital,Reading,Berks County,No,Rehabilitation,60,Point,40.28818171,-75.92404741
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Pittsburgh,Allegheny County,No,Rehabilitation,162,Point,40.55199315,-79.87741517
393039,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NITTAN,PA,All Others,Rehabilitation Hospital,Pleasant Gap,Centre County,No,Rehabilitation,73,Point,40.86137091,-77.75656896
393040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTOON,PA,All Others,Rehabilitation Hospital,Altoona,Blair County,No,Rehabilitation,80,Point,40.49756827,-78.39272334
393054,LANCASTER REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Lancaster,Lancaster County,No,Rehabilitation,59,Point,40.06273622,-76.35204147
393036,JOHN HEINZ INSTITUTE OF REHABILITATION MEDICINE,PA,All Others,Rehabilitation Hospital,Wilkes Barre Township,Luzerne County,No,Rehabilitation,47,Point,41.24543512,-75.85621963
393046,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,PA,All Others,Rehabilitation Hospital,Erie,Erie County,No,Rehabilitation,60,Point,42.13448854,-80.08463673
393056,HELEN M SIMPSON REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Harrisburg,Dauphin County,No,Rehabilitation,55,Point,40.28266214,-76.81608148
393053,PENN STATE HEALTH REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Hummelstown,Dauphin County,No,Rehabilitation,76,Point,40.27309801,-76.686626
393035,"GOOD SHEPHERD REHABILITATION HOSPITAL, THE",PA,All Others,Rehabilitation Hospital,Allentown,Lehigh County,No,Rehabilitation,106,Point,40.59344015,-75.46370122
083026,ENCOMPASS HEALTH REHAB HOSPITAL OF MIDDLETOWN,DE,All Others,Rehabilitation Hospital,Middletown,New Castle County,No,Rehabilitation,40,Point,39.45300192,-75.67795255
363034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,OH,All Others,Rehabilitation Hospital,Cincinnati,Hamilton County,No,Rehabilitation,60,Point,39.21350911,-84.47998731
363041,TRIHEALTH REHABILITATION HOSPITAL LLC,OH,All Others,Rehabilitation Hospital,Cincinnati,Hamilton County,No,Rehabilitation,60,Point,39.14538553,-84.4586526
363026,"HILLSIDE REHABILITATION HOSPITAL, INC",OH,All Others,Rehabilitation Hospital,Warren,Trumbull County,No,Rehabilitation,120,Point,41.2492475,-80.73190196
363035,SUMMA REHAB HOSPITAL,OH,All Others,Rehabilitation Hospital,Akron,Summit County,No,Rehabilitation,60,Point,41.07840001,-81.49855449
363037,OHIOHEALTH REHABILITATION HOSPITAL,OH,All Others,Rehabilitation Hospital,Columbus,Franklin County,No,Rehabilitation,44,Point,39.98426911,-83.00845176
363040,REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC,OH,All Others,Rehabilitation Hospital,Toledo,Lucas County,No,Rehabilitation,41,Point,41.61492538,-83.62071852
363038,CLEVELAND CLINIC REHABILITATION HOSPITALS LLC,OH,All Others,Rehabilitation Hospital,Avon,Lorain County,No,Rehabilitation,60,Point,41.47372937,-81.98605185
363043,ENCOMPASS HEALTH REHAB HOSPITAL OF TOLEDO,OH,All Others,Rehabilitation Hospital,Toledo,Lucas County,No,Rehabilitation,24,Point,41.69056081,-83.62511692
363036,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,OH,All Others,Rehabilitation Hospital,Beachwood,Cuyahoga County,No,Rehabilitation,50,Point,41.45126604,-81.51022453
363042,"MOUNT CARMEL REHABILITATION HOSPITAL, AN AFFILIATE",OH,All Others,Rehabilitation Hospital,Westerville,Delaware County,No,Rehabilitation,60,Point,40.14383545,-82.94883052
363045,EVEREST REHABILITATION HOSPITAL NORTHERN CINCINNAT,OH,All Others,Rehabilitation Hospital,Liberty Township,Butler County,No,Rehabilitation,36,Point,39.38364496,-84.36142336
221990,CHESTNUT HILL BENEVOLENT ASSOCIATION,MA,All Others,Religious Non-Medical Health Care Institution,Chestnut Hill,Norfolk County,No,Religious Nonmedical Health Care Institutions,28,Point,42.32505811,-71.15304247
331990,HIGH RIDGE HOUSE,NY,All Others,Religious Non-Medical Health Care Institution,Bronx,Bronx County,No,Religious Nonmedical Health Care Institutions,20,Point,40.90954707,-73.90681945
361991,GLENMONT,OH,All Others,Religious Non-Medical Health Care Institution,Hilliard,Franklin County,No,Religious Nonmedical Health Care Institutions,37,Point,40.04644905,-83.15835908
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,VT,All Others,Short-Term Hospital,Burlington,Chittenden County,No,Short Term,615,Point,44.48110619,-73.19512622
220162,DANA-FARBER CANCER INSTITUTE,MA,All Others,Short-Term Hospital,Boston,Suffolk County,No,Short Term,27,Point,42.33808596,-71.10808327
220017,CARNEY HOSPITAL,MA,All Others,Short-Term Hospital,Boston,Suffolk County,No,Short Term,135,Point,42.27804531,-71.0660472
220110,BRIGHAM AND WOMEN'S HOSPITAL,MA,All Others,Short-Term Hospital,Boston,Suffolk County,No,Short Term,663,Point,42.33594415,-71.10674872
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,All Others,Short-Term Hospital,Boston,Suffolk County,No,Short Term,597,Point,42.34093829,-71.10502096
220074,"SOUTHCOAST HOSPITAL GROUP, INC",MA,All Others,Short-Term Hospital,Fall River,Bristol County,No,Short Term,695,Point,41.70887943,-71.14528125
220090,MILFORD REGIONAL MEDICAL CENTER,MA,All Others,Short-Term Hospital,Milford,Worcester County,No,Short Term,121,Point,42.13319576,-71.52869633
220008,STURDY MEMORIAL HOSPITAL,MA,All Others,Short-Term Hospital,Attleboro,Bristol County,No,Short Term,126,Point,41.94208418,-71.27494435
220062,ADCARE HOSPITAL OF WORCESTER INC,MA,All Others,Short-Term Hospital,Worcester,Worcester County,No,Short Term,114,Point,42.2763901,-71.79500791
220001,HEALTH ALLIANCE - CLINTON HOSPITAL,MA,All Others,Short-Term Hospital,Leominster,Worcester County,No,Short Term,150,Point,42.54050366,-71.7625495
220015,"COOLEY DICKINSON HOSPITAL INC,THE",MA,All Others,Short-Term Hospital,Northampton,Hampshire County,No,Short Term,142,Point,42.33043791,-72.6537297
220163,UMASS MEMORIAL MEDICAL CENTER INC,MA,All Others,Short-Term Hospital,Worcester,Worcester County,No,Short Term,325,Point,42.27757354,-71.76167233
220070,MELROSEWAKEFIELD HEALTHCARE,MA,All Others,Short-Term Hospital,Melrose,Middlesex County,No,Short Term,538,Point,42.46023046,-71.06110884
220011,CAMBRIDGE HEALTH ALLIANCE,MA,All Others,Short-Term Hospital,Cambridge,Middlesex County,No,Short Term,159,Point,42.37474507,-71.10432635
220002,MOUNT AUBURN HOSPITAL,MA,All Others,Short-Term Hospital,Cambridge,Middlesex County,No,Short Term,217,Point,42.37390306,-71.13423835
220175,METROWEST MEDICAL CENTER,MA,All Others,Short-Term Hospital,Framingham,Middlesex County,No,Short Term,360,Point,42.28543212,-71.41859919
220095,HEYWOOD HOSPITAL -,MA,All Others,Short-Term Hospital,Gardner,Worcester County,No,Short Term,134,Point,42.58637366,-71.9870866
220084,EMERSON HOSPITAL -,MA,All Others,Short-Term Hospital,Concord,Middlesex County,No,Short Term,149,Point,42.45160758,-71.37598425
220063,LOWELL GENERAL HOSPITAL,MA,All Others,Short-Term Hospital,Lowell,Middlesex County,No,Short Term,158,Point,42.64770493,-71.34026871
220098,NASHOBA VALLEY MEDICAL CENTER,MA,All Others,Short-Term Hospital,Ayer,Middlesex County,No,Short Term,57,Point,42.57749262,-71.57398358
220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,MA,All Others,Short-Term Hospital,Palmer,Hampden County,No,Short Term,41,Point,42.16948538,-72.34152502
220024,HOLYOKE MEDICAL CENTER,MA,All Others,Short-Term Hospital,Holyoke,Hampden County,No,Short Term,164,Point,42.20040039,-72.62762527
220066,MERCY MEDICAL CTR,MA,All Others,Short-Term Hospital,Springfield,Hampden County,No,Short Term,339,Point,42.11554544,-72.59322527
220046,BERKSHIRE MEDICAL CENTER INC - 1,MA,All Others,Short-Term Hospital,Pittsfield,Berkshire County,No,Short Term,319,Point,42.45941876,-73.24943123
220033,BEVERLY HOSPITAL CORPORATION,MA,All Others,Short-Term Hospital,Beverly,Essex County,No,Short Term,283,Point,42.5639175,-70.87546301
